sensor_type,timestamp_ms,data1,data2,data3
ACCELEROMETER,1555396999903,-0.36370906,2.7852454,9.525827
GYROSCOPE,1555396999899,4.83,-0.35,-0.84000003
ACCELEROMETER,1555396999907,-0.3469593,2.7326035,9.5353985
GYROSCOPE,1555396999904,4.48,0.35,-0.98
ACCELEROMETER,1555396999913,-0.3469593,2.7326035,9.5353985
GYROSCOPE,1555396999909,4.27,0.77,-1.19
ACCELEROMETER,1555396999918,-0.31585258,2.6727827,9.537791
GYROSCOPE,1555396999913,3.99,1.19,-1.33
ACCELEROMETER,1555396999922,-0.31585258,2.6727827,9.537791
GYROSCOPE,1555396999919,3.78,1.61,-1.47
ACCELEROMETER,1555396999928,-0.33978078,2.6273196,9.506684
GYROSCOPE,1555396999924,3.85,1.96,-1.61
ACCELEROMETER,1555396999933,-0.33978078,2.6273196,9.506684
GYROSCOPE,1555396999928,3.92,2.31,-1.75
ACCELEROMETER,1555396999937,-0.41874397,2.5746772,9.501899
GYROSCOPE,1555396999933,3.92,2.59,-1.89
ACCELEROMETER,1555396999942,-0.41874397,2.5746772,9.501899
GYROSCOPE,1555396999938,4.06,2.8,-2.03
ACCELEROMETER,1555396999947,-0.44027936,2.5890338,9.530612
GYROSCOPE,1555396999943,4.13,2.94,-1.96
ACCELEROMETER,1555396999952,-0.44027936,2.5890338,9.530612
GYROSCOPE,1555396999948,4.2,3.01,-1.82
ACCELEROMETER,1555396999957,-0.4642076,2.5986054,9.497113
GYROSCOPE,1555396999953,4.27,3.08,-1.6800001
ACCELEROMETER,1555396999963,-0.4642076,2.5986054,9.497113
GYROSCOPE,1555396999959,4.41,3.15,-1.47
ACCELEROMETER,1555396999968,-0.47138608,2.646462,9.47797
GYROSCOPE,1555396999963,4.27,3.22,-1.19
ACCELEROMETER,1555396999972,-0.47138608,2.646462,9.47797
GYROSCOPE,1555396999969,4.2,3.3600001,-0.98
ACCELEROMETER,1555396999977,-0.52163535,2.684747,9.449257
GYROSCOPE,1555396999973,4.06,3.43,-0.84000003
ACCELEROMETER,1555396999982,-0.52163535,2.684747,9.449257
GYROSCOPE,1555396999979,3.99,3.43,-0.77
ACCELEROMETER,1555396999988,-0.5503492,2.7110682,9.458827
GYROSCOPE,1555396999984,4.13,3.43,-0.63
ACCELEROMETER,1555396999993,-0.5503492,2.7110682,9.458827
GYROSCOPE,1555396999988,4.41,3.43,-0.49
ACCELEROMETER,1555396999997,-0.57427746,2.7397819,9.506684
GYROSCOPE,1555396999994,4.69,3.29,-0.28
ACCELEROMETER,1555397000003,-0.57427746,2.7397819,9.506684
GYROSCOPE,1555396999999,4.69,3.22,-0.07
ACCELEROMETER,1555397000008,-0.5814559,2.833102,9.499505
GYROSCOPE,1555397000004,4.76,3.15,0.14
ACCELEROMETER,1555397000013,-0.5814559,2.833102,9.439686
GYROSCOPE,1555397000008,4.83,3.08,0.35
ACCELEROMETER,1555397000017,-0.63409805,2.912065,9.439686
GYROSCOPE,1555397000013,4.62,2.8700001,0.7
ACCELEROMETER,1555397000022,-0.6723832,2.9288151,9.449257
GYROSCOPE,1555397000018,4.48,2.66,0.91
ACCELEROMETER,1555397000027,-0.6723832,2.9288151,9.449257
GYROSCOPE,1555397000024,4.2,2.31,0.98
ACCELEROMETER,1555397000033,-0.6843473,2.8785658,9.382257
GYROSCOPE,1555397000029,4.41,1.6800001,1.05
ACCELEROMETER,1555397000037,-0.6843473,2.8785658,9.382257
GYROSCOPE,1555397000034,4.48,1.47,0.91
ACCELEROMETER,1555397000043,-0.7130611,2.9288151,9.343972
GYROSCOPE,1555397000039,4.69,1.19,0.91
ACCELEROMETER,1555397000048,-0.7130611,2.9288151,9.343972
GYROSCOPE,1555397000044,4.9,0.91,0.77
ACCELEROMETER,1555397000053,-0.6484549,2.9168508,9.286544
GYROSCOPE,1555397000049,5.11,0.56,0.56
ACCELEROMETER,1555397000058,-0.6484549,2.9168508,9.286544
GYROSCOPE,1555397000053,5.32,0.28,0.35
ACCELEROMETER,1555397000063,-0.6508478,2.9168508,9.346365
GYROSCOPE,1555397000059,5.67,0.14,-0.07
ACCELEROMETER,1555397000068,-0.6508478,2.9168508,9.346365
GYROSCOPE,1555397000064,5.95,-0.07,-0.35
ACCELEROMETER,1555397000073,-0.5838487,2.9264224,9.35833
GYROSCOPE,1555397000068,6.16,-0.14,-0.7
ACCELEROMETER,1555397000077,-0.5838487,2.9264224,9.35833
GYROSCOPE,1555397000073,6.09,-0.14,-1.05
ACCELEROMETER,1555397000082,-0.5766703,2.9934213,9.375079
GYROSCOPE,1555397000079,5.88,-0.14,-1.47
ACCELEROMETER,1555397000088,-0.5766703,2.9934213,9.375079
GYROSCOPE,1555397000084,5.46,-0.21000001,-1.75
ACCELEROMETER,1555397000093,-0.5814559,2.9336004,9.267403
GYROSCOPE,1555397000088,5.11,-0.28,-2.03
ACCELEROMETER,1555397000097,-0.5814559,2.9336004,9.267403
GYROSCOPE,1555397000094,4.69,-0.21000001,-2.31
ACCELEROMETER,1555397000103,-0.57188463,2.8881369,9.303294
GYROSCOPE,1555397000098,4.34,-0.07,-2.73
ACCELEROMETER,1555397000107,-0.57188463,2.8881369,9.303294
GYROSCOPE,1555397000104,3.85,0.07,-3.15
ACCELEROMETER,1555397000113,-0.52642095,2.7972097,9.327222
GYROSCOPE,1555397000108,3.57,0.28,-3.5
ACCELEROMETER,1555397000118,-0.52642095,2.7972097,9.327222
GYROSCOPE,1555397000114,3.3600001,0.56,-3.71
ACCELEROMETER,1555397000123,-0.53599226,2.7852454,9.274581
