sensor_type,timestamp_ms,data1,data2,data3
ACCELEROMETER,1554972580343,3.347559,-3.2949169,8.906086
GYROSCOPE,1554972580346,-34.3,-244.44,-0.14
ACCELEROMETER,1554972580349,3.802195,-3.4767714,9.638289
GYROSCOPE,1554972580350,-35.21,-244.44,2.31
ACCELEROMETER,1554972580353,3.802195,-3.4767714,9.638289
GYROSCOPE,1554972580356,-34.93,-244.44,4.13
ACCELEROMETER,1554972580359,4.199404,-4.041477,10.829915
GYROSCOPE,1554972580361,-33.88,-244.09,5.46
ACCELEROMETER,1554972580364,4.199404,-4.041477,10.829915
GYROSCOPE,1554972580366,-31.5,-243.18001,6.23
